"TIME","Country","Interest_Rate","Cluster"
2011-10-01,"Lithuania",1.876,1
2011-10-01,"Romania",6.206666,3
2011-11-01,"Australia",4.62,1
2011-11-01,"Austria",1.4847,4
2011-11-01,"Belgium",1.4847,4
2011-11-01,"Canada",1.159524,4
2011-11-01,"Czechia",1.147143,4
2011-11-01,"Denmark",1.287727,4
2011-11-01,"Finland",1.4847,4
2011-11-01,"France",1.4847,4
2011-11-01,"Germany",1.4847,4
2011-11-01,"Greece",1.4847,4
2011-11-01,"Iceland",4.73,3
2011-11-01,"Ireland",1.4847,4
2011-11-01,"Italy",1.4847,4
2011-11-01,"Korea",3.56,1
2011-11-01,"Luxembourg",1.4847,4
2011-11-01,"Mexico",4.81,3
2011-11-01,"Netherlands",1.4847,4
2011-11-01,"New Zealand",2.69,1
2011-11-01,"Norway",3.16,1
2011-11-01,"Poland",4.97,3
2011-11-01,"Portugal",1.4847,4
2011-11-01,"Slovak Republic",1.4847,1
2011-11-01,"Spain",1.4847,4
2011-11-01,"Sweden",1.45,4
2011-11-01,"Switzerland",0.055836,4
2011-11-01,"United Kingdom",1.01182,1
2011-11-01,"United States",0.41,4
2011-11-01,"China",5.73,2
2011-11-01,"Estonia",1.4847,1
2011-11-01,"Indonesia",5.503091,3
2011-11-01,"Israel",2.702273,1
2011-11-01,"South Africa",5.49,3
2011-11-01,"Colombia",5.08,3
2011-11-01,"Latvia",1.27,1
2011-11-01,"Euro area",1.4847,4
2011-11-01,"Lithuania",1.867273,1
2011-11-01,"Romania",6.258182,3
2011-12-01,"Australia",4.51,1
2011-12-01,"Austria",1.4261,4
2011-12-01,"Belgium",1.4261,4
2011-12-01,"Canada",1.156,4
2011-12-01,"Czechia",1.162857,4
2011-12-01,"Denmark",1.080204,4
2011-12-01,"Finland",1.4261,4
2011-12-01,"France",1.4261,4
2011-12-01,"Germany",1.4261,4
2011-12-01,"Greece",1.4261,4
2011-12-01,"Iceland",4.8,3
2011-12-01,"Ireland",1.4261,4
2011-12-01,"Italy",1.4261,4
2011-12-01,"Korea",3.55,1
2011-12-01,"Luxembourg",1.4261,4
2011-12-01,"Mexico",4.81,3
2011-12-01,"Netherlands",1.4261,4
2011-12-01,"New Zealand",2.69,1
2011-12-01,"Norway",3.02,1
2011-12-01,"Poland",4.99,3
2011-12-01,"Portugal",1.4261,4
2011-12-01,"Slovak Republic",1.4261,1
2011-12-01,"Spain",1.4261,4
2011-12-01,"Sweden",1.37,4
2011-12-01,"Switzerland",0.08,4
2011-12-01,"United Kingdom",1.06148,1
2011-12-01,"United States",0.49,4
2011-12-01,"China",5.57,2
2011-12-01,"Estonia",1.4261,1
2011-12-01,"Indonesia",5.323524,3
2011-12-01,"Israel",2.618571,1
2011-12-01,"South Africa",5.451667,3
2011-12-01,"Colombia",5.12,3
2011-12-01,"Latvia",1.86,1
2011-12-01,"Euro area",1.4261,4
2011-12-01,"Lithuania",1.776191,1
2011-12-01,"Romania",6.301,3
2012-01-01,"Australia",4.41,1
2012-01-01,"Austria",1.2222,4
2012-01-01,"Belgium",1.2222,4
2012-01-01,"Canada",1.158571,4
2012-01-01,"Czechia",1.171364,4
2012-01-01,"Denmark",1.006932,4
2012-01-01,"Finland",1.2222,4
2012-01-01,"France",1.2222,4
2012-01-01,"Germany",1.2222,4
2012-01-01,"Greece",1.2222,4
2012-01-01,"Iceland",4.8,3
2012-01-01,"Ireland",1.2222,4
2012-01-01,"Italy",1.2222,4
2012-01-01,"Korea",3.55,1
2012-01-01,"Luxembourg",1.2222,4
2012-01-01,"Mexico",4.8,3
2012-01-01,"Netherlands",1.2222,4
2012-01-01,"New Zealand",2.74,1
2012-01-01,"Norway",2.7,1
2012-01-01,"Poland",4.99,3
2012-01-01,"Portugal",1.2222,4
2012-01-01,"Slovak Republic",1.2222,1
2012-01-01,"Spain",1.2222,4
2012-01-01,"Sweden",1.56,4
2012-01-01,"Switzerland",0.1,4
2012-01-01,"United Kingdom",1.08709,1
2012-01-01,"United States",0.4,4
2012-01-01,"China",6.8,2
2012-01-01,"Estonia",1.2222,1
2012-01-01,"Indonesia",5.01,3
2012-01-01,"Israel",2.474,1
2012-01-01,"South Africa",5.47,3
2012-01-01,"Colombia",5.13,3
2012-01-01,"Latvia",1.79,1
2012-01-01,"Euro area",1.2222,4
2012-01-01,"Lithuania",1.480455,1
2012-01-01,"Romania",5.513,3
2012-02-01,"Australia",4.37,1
2012-02-01,"Austria",1.0483,4
2012-02-01,"Belgium",1.0483,4
2012-02-01,"Canada",1.16,4
2012-02-01,"Czechia",1.195238,4
2012-02-01,"Denmark",1.000714,4
2012-02-01,"Finland",1.0483,4
2012-02-01,"France",1.0483,4
2012-02-01,"Germany",1.0483,4
2012-02-01,"Greece",1.0483,4
2012-02-01,"Iceland",4.8,3
2012-02-01,"Ireland",1.0483,4
2012-02-01,"Italy",1.0483,4
2012-02-01,"Korea",3.53,1
2012-02-01,"Luxembourg",1.0483,4
2012-02-01,"Mexico",4.8,3
2012-02-01,"Netherlands",1.0483,4
2012-02-01,"New Zealand",2.75,1
2012-02-01,"Norway",2.67,1
2012-02-01,"Poland",4.9747,3
2012-02-01,"Portugal",1.0483,4
2012-02-01,"Slovak Republic",1.0483,1
2012-02-01,"Spain",1.0483,4
2012-02-01,"Sweden",1.59,4
2012-02-01,"Switzerland",-0.01,4
2012-02-01,"United Kingdom",1.07249,1
2012-02-01,"United States",0.3,4
2012-02-01,"China",5.36,2
2012-02-01,"Estonia",1.0483,1
2012-02-01,"Indonesia",4.414743,3
2012-02-01,"Israel",2.428421,1
2012-02-01,"South Africa",5.5036,3
2012-02-01,"Colombia",5.27,3
2012-02-01,"Latvia",1.31,1
2012-02-01,"Euro area",1.0483,4
2012-02-01,"Lithuania",1.4345,1
2012-02-01,"Romania",5.044762,3
2012-03-01,"Australia",4.44,1
2012-03-01,"Austria",0.8585,4
2012-03-01,"Belgium",0.8585,4
2012-03-01,"Canada",1.152273,4
2012-03-01,"Czechia",1.232273,4
2012-03-01,"Denmark",0.9878182,4
2012-03-01,"Finland",0.8585,4
2012-03-01,"France",0.8585,4
2012-03-01,"Germany",0.8585,4
2012-03-01,"Greece",0.8585,4
2012-03-01,"Iceland",4.87,3
2012-03-01,"Ireland",0.8585,4
2012-03-01,"Italy",0.8585,4
2012-03-01,"Korea",3.54,1
2012-03-01,"Luxembourg",0.8585,4
2012-03-01,"Mexico",4.79,3
2012-03-01,"Netherlands",0.8585,4
2012-03-01,"New Zealand",2.74,1
2012-03-01,"Norway",2.43,1
2012-03-01,"Poland",4.94,3
2012-03-01,"Portugal",0.8585,4
2012-03-01,"Slovak Republic",0.8585,1
2012-03-01,"Spain",0.8585,4
2012-03-01,"Sweden",1.49,4
2012-03-01,"Switzerland",0.053333,4
2012-03-01,"United Kingdom",1.03757,1
2012-03-01,"United States",0.29,4
2012-03-01,"China",4.72,2
2012-03-01,"Estonia",0.8585,1
2012-03-01,"Indonesia",4.202152,3
2012-03-01,"Israel",2.518824,1
2012-03-01,"South Africa",5.543846,3
2012-03-01,"Colombia",5.36,3
2012-03-01,"Latvia",1.19,1
2012-03-01,"Euro area",0.8585,4
2012-03-01,"Lithuania",1.312273,1
2012-03-01,"Romania",4.497727,3
2012-04-01,"Australia",4.2,1
2012-04-01,"Austria",0.7443,4
2012-04-01,"Belgium",0.7443,4
2012-04-01,"Canada",1.147,4
2012-04-01,"Czechia",1.2445,4
2012-04-01,"Denmark",0.9664524,4
2012-04-01,"Finland",0.7443,4
2012-04-01,"France",0.7443,4
2012-04-01,"Germany",0.7443,4
2012-04-01,"Greece",0.7443,4
2012-04-01,"Iceland",5.1,3
2012-04-01,"Ireland",0.7443,4
2012-04-01,"Italy",0.7443,4
2012-04-01,"Korea",3.54,1
2012-04-01,"Luxembourg",0.7443,4
2012-04-01,"Mexico",4.76,3
2012-04-01,"Netherlands",0.7443,4
2012-04-01,"New Zealand",2.74,1
2012-04-01,"Norway",2.32,1
2012-04-01,"Poland",4.95,3
2012-04-01,"Portugal",0.7443,4
2012-04-01,"Slovak Republic",0.7443,1
2012-04-01,"Spain",0.7443,4
2012-04-01,"Sweden",1.44,4
2012-04-01,"Switzerland",-0.05,4
2012-04-01,"United Kingdom",1.01792,1
2012-04-01,"United States",0.29,4
2012-04-01,"China",4.37,2
2012-04-01,"Estonia",0.7443,1
2012-04-01,"Indonesia",4.22236,3
2012-04-01,"Israel",2.541053,1
2012-04-01,"South Africa",5.565,3
2012-04-01,"Colombia",5.47,3
2012-04-01,"Latvia",1,1
2012-04-01,"Euro area",0.7443,4
2012-04-01,"Lithuania",1.2825,1
2012-04-01,"Romania",4.372,3
2012-05-01,"Australia",3.66,1
2012-05-01,"Austria",0.6849,4
2012-05-01,"Belgium",0.6849,4
2012-05-01,"Canada",1.179545,4
2012-05-01,"Czechia",1.240476,4
2012-05-01,"Denmark",0.901413,4
2012-05-01,"Finland",0.6849,4
2012-05-01,"France",0.6849,4
2012-05-01,"Germany",0.6849,4
2012-05-01,"Greece",0.6849,4
2012-05-01,"Iceland",5.4,3
2012-05-01,"Ireland",0.6849,4
2012-05-01,"Italy",0.6849,4
2012-05-01,"Korea",3.54,1
2012-05-01,"Luxembourg",0.6849,4
2012-05-01,"Mexico",4.78,3
2012-05-01,"Netherlands",0.6849,4
2012-05-01,"New Zealand",2.59,1
2012-05-01,"Norway",2.32,1
2012-05-01,"Poland",5.11,3
2012-05-01,"Portugal",0.6849,4
2012-05-01,"Slovak Republic",0.6849,1
2012-05-01,"Spain",0.6849,4
2012-05-01,"Sweden",1.38,4
2012-05-01,"Switzerland",-0.039062,4
2012-05-01,"United Kingdom",1.005,1
2012-05-01,"United States",0.29,4
2012-05-01,"China",4.04,2
2012-05-01,"Estonia",0.6849,1
2012-05-01,"Indonesia",4.321937,3
2012-05-01,"Israel",2.493182,1
2012-05-01,"South Africa",5.563077,3
2012-05-01,"Colombia",5.45,3
2012-05-01,"Latvia",0.94,1
2012-05-01,"Euro area",0.6849,4
2012-05-01,"Lithuania",1.236364,1
2012-05-01,"Romania",4.938182,3
2012-06-01,"Australia",3.49,1
2012-06-01,"Austria",0.6589,4
2012-06-01,"Belgium",0.6589,4
2012-06-01,"Canada",1.160952,4
2012-06-01,"Czechia",1.212381,4
2012-06-01,"Denmark",0.6233333,4
2012-06-01,"Finland",0.6589,4
2012-06-01,"France",0.6589,4
2012-06-01,"Germany",0.6589,4
2012-06-01,"Greece",0.6589,4
2012-06-01,"Iceland",5.66,3
2012-06-01,"Ireland",0.6589,4
2012-06-01,"Italy",0.6589,4
2012-06-01,"Korea",3.54,1
2012-06-01,"Luxembourg",0.6589,4
2012-06-01,"Mexico",4.78,3
2012-06-01,"Netherlands",0.6589,4
2012-06-01,"New Zealand",2.61,1
2012-06-01,"Norway",2.34,1
2012-06-01,"Poland",5.13,3
2012-06-01,"Portugal",0.6589,4
2012-06-01,"Slovak Republic",0.6589,1
2012-06-01,"Spain",0.6589,4
2012-06-01,"Sweden",1.24,4
2012-06-01,"Switzerland",0.035455,4
2012-06-01,"United Kingdom",0.94978,1
2012-06-01,"United States",0.32,4
2012-06-01,"China",3.7,2
2012-06-01,"Estonia",0.6589,1
2012-06-01,"Indonesia",4.62021,3
2012-06-01,"Israel",2.332941,1
2012-06-01,"South Africa",5.578462,3
2012-06-01,"Colombia",5.45,3
2012-06-01,"Latvia",0.9,1
2012-06-01,"Euro area",0.6589,4
2012-06-01,"Lithuania",1.197619,1
2012-06-01,"Romania",5.3485,3
2012-07-01,"Australia",3.55,1
2012-07-01,"Austria",0.497,4
2012-07-01,"Belgium",0.497,4
2012-07-01,"Canada",1.16,4
2012-07-01,"Czechia",1.0565,4
2012-07-01,"Denmark",0.4064773,4
2012-07-01,"Finland",0.497,4
2012-07-01,"France",0.497,4
2012-07-01,"Germany",0.497,4
2012-07-01,"Greece",0.497,4
2012-07-01,"Iceland",5.75,3
2012-07-01,"Ireland",0.497,4
2012-07-01,"Italy",0.497,4
2012-07-01,"Korea",3.34,1
2012-07-01,"Luxembourg",0.497,4
2012-07-01,"Mexico",4.79,3
2012-07-01,"Netherlands",0.497,4
2012-07-01,"New Zealand",2.67,1
2012-07-01,"Norway",2.24,1
2012-07-01,"Poland",5.11,3
2012-07-01,"Portugal",0.497,4
2012-07-01,"Slovak Republic",0.497,1
2012-07-01,"Spain",0.497,4
2012-07-01,"Sweden",1.1,4
2012-07-01,"Switzerland",-0.19,4
2012-07-01,"United Kingdom",0.81735,1
2012-07-01,"United States",0.3,4
2012-07-01,"China",3.46,2
2012-07-01,"Estonia",0.497,1
2012-07-01,"Indonesia",4.750145,3
2012-07-01,"Israel",2.086364,1
2012-07-01,"South Africa",5.373077,3
2012-07-01,"Colombia",5.44,3
2012-07-01,"Latvia",0.75,1
2012-07-01,"Euro area",0.497,4
2012-07-01,"Lithuania",1.110952,1
2012-07-01,"Romania",5.347727,3
2012-08-01,"Australia",3.62,1
2012-08-01,"Austria",0.3324,4
2012-08-01,"Belgium",0.3324,4
2012-08-01,"Canada",1.16,4
2012-08-01,"Czechia",0.9991304,4
2012-08-01,"Denmark",0.3124348,4
2012-08-01,"Finland",0.3324,4
2012-08-01,"France",0.3324,4
2012-08-01,"Germany",0.3324,4
2012-08-01,"Greece",0.3324,4
2012-08-01,"Iceland",5.75,3
2012-08-01,"Ireland",0.3324,4
2012-08-01,"Italy",0.3324,4
2012-08-01,"Korea",3.19,1
2012-08-01,"Luxembourg",0.3324,4
2012-08-01,"Mexico",4.8,3
2012-08-01,"Netherlands",0.3324,4
2012-08-01,"New Zealand",2.64,1
2012-08-01,"Norway",2.13,1
2012-08-01,"Poland",5.04,3
2012-08-01,"Portugal",0.3324,4
2012-08-01,"Slovak Republic",0.3324,1
2012-08-01,"Spain",0.3324,4
2012-08-01,"Sweden",1.15,4
2012-08-01,"Switzerland",-0.1875,4
2012-08-01,"United Kingdom",0.70481,1
2012-08-01,"United States",0.26,4
2012-08-01,"China",3.59,2
2012-08-01,"Estonia",0.3324,1
2012-08-01,"Indonesia",4.878295,3
2012-08-01,"Israel",2.074091,1
2012-08-01,"South Africa",5.053462,3
2012-08-01,"Colombia",5.41,3
2012-08-01,"Latvia",0.61,1
2012-08-01,"Euro area",0.3324,4
2012-08-01,"Lithuania",0.9309091,1
2012-08-01,"Romania",5.760455,3
2012-09-01,"Australia",3.49,1
2012-09-01,"Austria",0.2463,4
2012-09-01,"Belgium",0.2463,4
2012-09-01,"Canada",1.16,4
2012-09-01,"Czechia",0.8715789,4
2012-09-01,"Denmark",0.3217,4
2012-09-01,"Finland",0.2463,4
2012-09-01,"France",0.2463,4
2012-09-01,"Germany",0.2463,4
2012-09-01,"Greece",0.2463,4
2012-09-01,"Iceland",5.75,3
2012-09-01,"Ireland",0.2463,4
2012-09-01,"Italy",0.2463,4
2012-09-01,"Korea",3.14,1
2012-09-01,"Luxembourg",0.2463,4
2012-09-01,"Mexico",4.82,3
2012-09-01,"Netherlands",0.2463,4
2012-09-01,"New Zealand",2.64,1
2012-09-01,"Norway",1.96,1
2012-09-01,"Poland",4.92,3
2012-09-01,"Portugal",0.2463,4
2012-09-01,"Slovak Republic",0.2463,1
2012-09-01,"Spain",0.2463,4
2012-09-01,"Sweden",1.04,4
2012-09-01,"Switzerland",-0.10667,4
2012-09-01,"United Kingdom",0.64803,1
2012-09-01,"United States",0.24,4
2012-09-01,"China",4.12,2
2012-09-01,"Estonia",0.2463,1
2012-09-01,"Indonesia",4.9212,3
2012-09-01,"Israel",2.168333,1
2012-09-01,"South Africa",4.940417,3
2012-09-01,"Colombia",5.32,3
2012-09-01,"Latvia",0.58,1
2012-09-01,"Euro area",0.2463,4
2012-09-01,"Lithuania",0.8075,1
2012-09-01,"Romania",5.7165,3
2012-10-01,"Australia",3.16,1
2012-10-01,"Austria",0.2079,4
2012-10-01,"Belgium",0.2079,4
2012-10-01,"Canada",1.16,4
2012-10-01,"Czechia",0.7104348,4
2012-10-01,"Denmark",0.3345217,4
2012-10-01,"Finland",0.2079,4
2012-10-01,"France",0.2079,4
2012-10-01,"Germany",0.2079,4
2012-10-01,"Greece",0.2079,4
2012-10-01,"Iceland",6.04,3
2012-10-01,"Ireland",0.2079,4
2012-10-01,"Italy",0.2079,4
2012-10-01,"Korea",2.93,1
2012-10-01,"Luxembourg",0.2079,4
2012-10-01,"Mexico",4.84,3
2012-10-01,"Netherlands",0.2079,4
2012-10-01,"New Zealand",2.65,1
2012-10-01,"Norway",1.92,1
2012-10-01,"Poland",4.73,3
2012-10-01,"Portugal",0.2079,4
2012-10-01,"Slovak Republic",0.2079,1
2012-10-01,"Spain",0.2079,4
2012-10-01,"Sweden",0.98,4
2012-10-01,"Switzerland",0.06,4
2012-10-01,"United Kingdom",0.54397,1
2012-10-01,"United States",0.23,4
2012-10-01,"China",3.78,2
2012-10-01,"Estonia",0.2079,1
2012-10-01,"Indonesia",4.900527,3
2012-10-01,"Israel",2.138,1
2012-10-01,"South Africa",4.939259,3
2012-10-01,"Colombia",5.42,3
2012-10-01,"Latvia",0.52,1
2012-10-01,"Euro area",0.2079,4
2012-10-01,"Lithuania",0.76,1
2012-10-01,"Romania",5.710435,3
2012-11-01,"Australia",3.24,1
2012-11-01,"Austria",0.192,4
2012-11-01,"Belgium",0.192,4
2012-11-01,"Canada",1.16,4
2012-11-01,"Czechia",0.5377273,4
2012-11-01,"Denmark",0.3008182,4
2012-11-01,"Finland",0.192,4
2012-11-01,"France",0.192,4
2012-11-01,"Germany",0.192,4
2012-11-01,"Greece",0.192,4
2012-11-01,"Iceland",6.1,3
2012-11-01,"Ireland",0.192,4
2012-11-01,"Italy",0.192,4
2012-11-01,"Korea",2.85,1
2012-11-01,"Luxembourg",0.192,4
2012-11-01,"Mexico",4.86,3
2012-11-01,"Netherlands",0.192,4
2012-11-01,"New Zealand",2.64,1
2012-11-01,"Norway",1.92,1
2012-11-01,"Poland",4.49,3
2012-11-01,"Portugal",0.192,4
2012-11-01,"Slovak Republic",0.192,1
2012-11-01,"Spain",0.192,4
2012-11-01,"Sweden",1.06,4
2012-11-01,"Switzerland",-0.125,4
2012-11-01,"United Kingdom",0.52452,1
2012-11-01,"United States",0.23,4
2012-11-01,"China",3.82,2
2012-11-01,"Estonia",0.192,1
2012-11-01,"Indonesia",4.91306,3
2012-11-01,"Israel",1.897222,1
2012-11-01,"South Africa",4.930385,3
2012-11-01,"Colombia",5.31,3
2012-11-01,"Latvia",0.54,1
2012-11-01,"Euro area",0.192,4
2012-11-01,"Lithuania",0.7285714,1
2012-11-01,"Romania",5.888095,3
2012-12-01,"Australia",3.11,1
2012-12-01,"Austria",0.1855,4
2012-12-01,"Belgium",0.1855,4
2012-12-01,"Canada",1.16,4
2012-12-01,"Czechia",0.5044444,4
2012-12-01,"Denmark",0.277619,4
2012-12-01,"Finland",0.1855,4
2012-12-01,"France",0.1855,4
2012-12-01,"Germany",0.1855,4
2012-12-01,"Greece",0.1855,4
2012-12-01,"Iceland",6.14,3
2012-12-01,"Ireland",0.1855,4
2012-12-01,"Italy",0.1855,4
2012-12-01,"Korea",2.88,1
2012-12-01,"Luxembourg",0.1855,4
2012-12-01,"Mexico",4.86,3
2012-12-01,"Netherlands",0.1855,4
2012-12-01,"New Zealand",2.65,1
2012-12-01,"Norway",1.87,1
2012-12-01,"Poland",4.11,3
2012-12-01,"Portugal",0.1855,4
2012-12-01,"Slovak Republic",0.1855,1
2012-12-01,"Spain",0.1855,4
2012-12-01,"Sweden",1.01,4
2012-12-01,"Switzerland",-0.076761,4
2012-12-01,"United Kingdom",0.51848,1
2012-12-01,"United States",0.24,4
2012-12-01,"China",3.97,2
2012-12-01,"Estonia",0.1855,1
2012-12-01,"Indonesia",4.937756,3
2012-12-01,"Israel",1.870909,1
2012-12-01,"South Africa",4.985652,3
2012-12-01,"Colombia",5.22,3
2012-12-01,"Latvia",0.53,1
2012-12-01,"Euro area",0.1855,4
2012-12-01,"Lithuania",0.7022222,1
2012-12-01,"Romania",6.043684,3
2013-01-01,"Australia",3,1
2013-01-01,"Austria",0.2049,4
2013-01-01,"Belgium",0.2049,4
2013-01-01,"Canada",1.16,4
2013-01-01,"Czechia",0.5,4
2013-01-01,"Denmark",0.304,4
2013-01-01,"Finland",0.2049,4
2013-01-01,"France",0.2049,4
2013-01-01,"Germany",0.2049,4
2013-01-01,"Greece",0.2049,4
2013-01-01,"Iceland",6.15,3
2013-01-01,"Ireland",0.2049,4
2013-01-01,"Italy",0.2049,4
2013-01-01,"Korea",2.86,1
2013-01-01,"Luxembourg",0.2049,4
2013-01-01,"Mexico",4.86,3
2013-01-01,"Netherlands",0.2049,4
2013-01-01,"New Zealand",2.66,1
2013-01-01,"Norway",1.86,1
2013-01-01,"Poland",3.95,3
2013-01-01,"Portugal",0.2049,4
2013-01-01,"Slovak Republic",0.2049,1
2013-01-01,"Spain",0.2049,4
2013-01-01,"Sweden",0.96,4
2013-01-01,"Switzerland",-0.1,4
2013-01-01,"United Kingdom",0.51228,1
2013-01-01,"United States",0.23,4
2013-01-01,"China",3.77,2
2013-01-01,"Estonia",0.2049,1
2013-01-01,"Indonesia",4.956895,3
2013-01-01,"Israel",1.715455,1
2013-01-01,"South Africa",5.056154,3
2013-01-01,"Colombia",5.12,3
2013-01-01,"Latvia",0.5,1
2013-01-01,"Euro area",0.2049,4
2013-01-01,"Lithuania",0.5263636,1
2013-01-01,"Romania",5.957619,3
2013-02-01,"Australia",2.94,1
2013-02-01,"Austria",0.2234,4
2013-02-01,"Belgium",0.2234,4
2013-02-01,"Canada",1.16,4
2013-02-01,"Czechia",0.5,4
2013-02-01,"Denmark",0.3285,4
2013-02-01,"Finland",0.2234,4
2013-02-01,"France",0.2234,4
2013-02-01,"Germany",0.2234,4
2013-02-01,"Greece",0.2234,4
2013-02-01,"Iceland",6.15,3
2013-02-01,"Ireland",0.2234,4
2013-02-01,"Italy",0.2234,4
2013-02-01,"Korea",2.83,1
2013-02-01,"Luxembourg",0.2234,4
2013-02-01,"Mexico",4.82,3
2013-02-01,"Netherlands",0.2234,4
2013-02-01,"New Zealand",2.66,1
2013-02-01,"Norway",1.9005,1
2013-02-01,"Poland",3.73,3
2013-02-01,"Portugal",0.2234,4
2013-02-01,"Slovak Republic",0.2234,1
2013-02-01,"Spain",0.2234,4
2013-02-01,"Sweden",0.98,4
2013-02-01,"Switzerland",-0.014516,4
2013-02-01,"United Kingdom",0.50988,1
2013-02-01,"United States",0.22,4
2013-02-01,"China",3.71,2
2013-02-01,"Estonia",0.2234,1
2013-02-01,"Indonesia",4.919806,3
2013-02-01,"Israel",1.71375,1
2013-02-01,"South Africa",5.04,3
2013-02-01,"Colombia",4.82,3
2013-02-01,"Latvia",0.49,1
2013-02-01,"Euro area",0.2234,4
2013-02-01,"Lithuania",0.47,1
2013-02-01,"Romania",5.847,3
2013-03-01,"Australia",3.05,1
2013-03-01,"Austria",0.2061,4
2013-03-01,"Belgium",0.2061,4
2013-03-01,"Canada",1.16,4
2013-03-01,"Czechia",0.487619,4
2013-03-01,"Denmark",0.2734524,4
2013-03-01,"Finland",0.2061,4
2013-03-01,"France",0.2061,4
2013-03-01,"Germany",0.2061,4
2013-03-01,"Greece",0.2061,4
2013-03-01,"Iceland",6.16,3
2013-03-01,"Ireland",0.2061,4
2013-03-01,"Italy",0.2061,4
2013-03-01,"Korea",2.81,1
2013-03-01,"Luxembourg",0.2061,4
2013-03-01,"Mexico",4.49,3
2013-03-01,"Netherlands",0.2061,4
2013-03-01,"New Zealand",2.64,1
2013-03-01,"Norway",1.848947,1
2013-03-01,"Poland",3.39,3
2013-03-01,"Portugal",0.2061,4
2013-03-01,"Slovak Republic",0.2061,1
2013-03-01,"Spain",0.2061,4
2013-03-01,"Sweden",0.97,4
2013-03-01,"Switzerland",-0.05,4
2013-03-01,"United Kingdom",0.50688,1
2013-03-01,"United States",0.21,4
2013-03-01,"China",3.52,2
2013-03-01,"Estonia",0.2061,1
2013-03-01,"Indonesia",4.900222,3
2013-03-01,"Israel",1.661111,1
2013-03-01,"South Africa",5.045417,3
2013-03-01,"Colombia",4.57,3
2013-03-01,"Latvia",0.47,1
2013-03-01,"Euro area",0.2061,4
2013-03-01,"Lithuania",0.47,1
2013-03-01,"Romania",5.351905,3
2013-04-01,"Australia",3.02,1
2013-04-01,"Austria",0.2089,4
2013-04-01,"Belgium",0.2089,4
2013-04-01,"Canada",1.16,4
2013-04-01,"Czechia",0.4695238,4
2013-04-01,"Denmark",0.2599227,4
2013-04-01,"Finland",0.2089,4
2013-04-01,"France",0.2089,4
2013-04-01,"Germany",0.2089,4
2013-04-01,"Greece",0.2089,4
2013-04-01,"Iceland",6.2,3
2013-04-01,"Ireland",0.2089,4
2013-04-01,"Italy",0.2089,4
2013-04-01,"Korea",2.8,1
2013-04-01,"Luxembourg",0.2089,4
2013-04-01,"Mexico",4.34,3
2013-04-01,"Netherlands",0.2089,4
2013-04-01,"New Zealand",2.65,1
2013-04-01,"Norway",1.821429,1
2013-04-01,"Poland",3.08,3
2013-04-01,"Portugal",0.2089,4
2013-04-01,"Slovak Republic",0.2089,1
2013-04-01,"Spain",0.2089,4
2013-04-01,"Sweden",0.95,4
2013-04-01,"Switzerland",-0.075,4
2013-04-01,"United Kingdom",0.50557,1
2013-04-01,"United States",0.2,4
2013-04-01,"China",3.63,2
2013-04-01,"Estonia",0.2089,1
2013-04-01,"Indonesia",4.9,3
2013-04-01,"Israel",1.705789,1
2013-04-01,"South Africa",5.117826,3
2013-04-01,"Colombia",4.21,3
2013-04-01,"Latvia",0.44,1
2013-04-01,"Euro area",0.2089,4
2013-04-01,"Lithuania",0.6242857,1
2013-04-01,"Romania",4.565,3
2013-05-01,"Australia",2.82,1
2013-05-01,"Austria",0.2012,4
2013-05-01,"Belgium",0.2012,4
2013-05-01,"Canada",1.16,4
2013-05-01,"Czechia",0.46,4
2013-05-01,"Denmark",0.2403261,4
2013-05-01,"Finland",0.2012,4
2013-05-01,"France",0.2012,4
2013-05-01,"Germany",0.2012,4
2013-05-01,"Greece",0.2012,4
2013-05-01,"Iceland",6.2,3
2013-05-01,"Ireland",0.2012,4
2013-05-01,"Italy",0.2012,4
2013-05-01,"Korea",2.72,1
2013-05-01,"Luxembourg",0.2012,4
2013-05-01,"Mexico",4.32,3
2013-05-01,"Netherlands",0.2012,4
2013-05-01,"New Zealand",2.64,1
2013-05-01,"Norway",1.763684,1
2013-05-01,"Poland",2.74,3
2013-05-01,"Portugal",0.2012,4
2013-05-01,"Slovak Republic",0.2012,1
2013-05-01,"Spain",0.2012,4
2013-05-01,"Sweden",0.92,4
2013-05-01,"Switzerland",-0.021428,4
2013-05-01,"United Kingdom",0.50563,1
2013-05-01,"United States",0.2,4
2013-05-01,"China",3.84,2
2013-05-01,"Estonia",0.2012,1
2013-05-01,"Indonesia",4.900747,3
2013-05-01,"Israel",1.478824,1
2013-05-01,"South Africa",5.034231,3
2013-05-01,"Colombia",3.98,3
2013-05-01,"Latvia",0.41,1
2013-05-01,"Euro area",0.2012,4
2013-05-01,"Lithuania",0.7354546,1
2013-05-01,"Romania",4.077143,3
2013-06-01,"Australia",2.8,1
2013-06-01,"Austria",0.2103,4
2013-06-01,"Belgium",0.2103,4
2013-06-01,"Canada",1.162,4
2013-06-01,"Czechia",0.4605,4
2013-06-01,"Denmark",0.25725,4
2013-06-01,"Finland",0.2103,4
2013-06-01,"France",0.2103,4
2013-06-01,"Germany",0.2103,4
2013-06-01,"Greece",0.2103,4
2013-06-01,"Iceland",6.2,3
2013-06-01,"Ireland",0.2103,4
2013-06-01,"Italy",0.2103,4
2013-06-01,"Korea",2.69,1
2013-06-01,"Luxembourg",0.2103,4
2013-06-01,"Mexico",4.31,3
